id_sinistre,id_contrat,branche,type_sinistre,charge_sinistre,date_survenance,date_declaration,annee_survenance,mois_survenance,statut,delai_reglement_jours,cause_principale,region,gravite
SI-005135,IARD-077890,Auto,Vol,869000,2021-12-06,2022-01-06,2021,12,Réglé,349,Animal,Bondoukou,Grave
SI-005136,IARD-027253,Auto,Vol,803000,2020-10-16,2020-10-17,2020,10,En cours,,Animal,Tingrela,Grave
SI-005137,IARD-015177,Habitation,Incendie,474000,2019-05-21,2019-05-31,2019,5,En cours,,Défaut entretien,Abengourou,Moyen
SI-005138,IARD-061688,RC,Dommage tiers matériel,753000,2021-08-23,2021-08-27,2021,8,Réglé,133,Conducteur tiers,Tingrela,Grave
SI-005139,IARD-032962,Auto,Vol,866000,2023-06-16,2023-07-21,2023,6,Réglé,160,Inconnu,Yamoussoukro,Grave
SI-005140,IARD-055537,Habitation,Incendie,173000,2024-09-24,2024-10-23,2024,9,Réglé,261,Conducteur tiers,Man,Moyen
SI-005141,IARD-040504,Auto,Vol,524000,2023-02-20,2023-02-27,2023,2,Réglé,40,Tiers non identifié,Issia,Grave
SI-005142,IARD-034076,Habitation,Dégât des eaux,761000,2024-01-01,2024-01-13,2024,1,Réglé,185,Conducteur tiers,Abidjan,Grave
SI-005143,IARD-049265,Habitation,Incendie,356000,2020-02-20,2020-03-07,2020,2,Réglé,53,Inconnu,Soubré,Moyen
SI-005144,IARD-085014,Auto,Bris de glace,741000,2024-10-16,2024-11-16,2024,10,Contesté,,Conducteur tiers,Korhogo,Grave
SI-005145,IARD-090164,Auto,Bris de glace,1078000,2023-02-15,2023-03-07,2023,2,Réglé,232,Inconnu,Bondoukou,Grave
SI-005146,IARD-071549,RC,Pollution accidentelle,236000,2023-05-10,2023-05-11,2023,5,Réglé,34,Intempéries,Man,Moyen
SI-005147,IARD-018443,Auto,Collision,1040000,2021-01-06,2021-01-17,2021,1,Contesté,,Conducteur tiers,Yamoussoukro,Grave
SI-005148,IARD-021156,Habitation,Vandalisme,890000,2021-01-24,2021-02-13,2021,1,Contesté,,Inconnu,Odienné,Grave
SI-005149,IARD-057141,Auto,Incendie,921000,2023-11-02,2023-11-17,2023,11,En cours,,Inconnu,Abengourou,Grave
SI-005150,IARD-015696,Habitation,Dégât des eaux,1041000,2022-07-29,2022-09-12,2022,7,En cours,,Animal,Touba,Grave
SI-005151,IARD-073492,Auto,Collision,634000,2019-02-04,2019-03-09,2019,2,Sans suite,,Défaut entretien,Touba,Grave
SI-005152,IARD-063307,Habitation,Catastrophe naturelle,839000,2024-08-15,2024-09-24,2024,8,Réglé,154,Tiers non identifié,Touba,Grave
SI-005153,IARD-009409,RC,Dommage tiers matériel,469000,2020-09-12,2020-10-09,2020,9,Réglé,101,Intempéries,Bondoukou,Moyen
SI-005154,IARD-020616,Habitation,Vol/Cambriolage,1002000,2020-11-11,2020-11-29,2020,11,Réglé,170,Défaut entretien,Abidjan,Grave
SI-005155,IARD-082963,Auto,Vol,1209000,2024-02-08,2024-02-29,2024,2,En cours,,Animal,Séguéla,Grave
SI-005156,IARD-066082,Auto,Collision,1351000,2021-11-13,2021-12-14,2021,11,En cours,,Défaut entretien,Man,Grave
SI-005157,IARD-038604,Auto,Collision,1658000,2022-03-28,2022-03-29,2022,3,En cours,,Intempéries,Bondoukou,Grave
SI-005158,IARD-021973,Auto,Bris de glace,859000,2023-03-01,2023-04-08,2023,3,En cours,,Animal,Korhogo,Grave
SI-005159,IARD-092671,Auto,Collision,730000,2022-01-21,2022-01-26,2022,1,En cours,,Défaut entretien,Tingrela,Grave
SI-005160,IARD-090270,Auto,Dommage tiers,975000,2019-11-29,2020-01-02,2019,11,Réglé,213,Intempéries,Abidjan,Grave
SI-005161,IARD-098025,Habitation,Vol/Cambriolage,550000,2024-04-20,2024-05-19,2024,4,Réglé,363,Intempéries,Danané,Grave
SI-005162,IARD-043550,Auto,Catastrophe naturelle,238000,2020-04-10,2020-05-23,2020,4,Réglé,173,Tiers non identifié,Issia,Moyen
SI-005163,IARD-051579,RC,Dommage tiers corporel,1189000,2019-12-06,2019-12-27,2019,12,Réglé,344,Intempéries,Yamoussoukro,Grave
SI-005164,IARD-023285,Habitation,Tempête,854000,2022-01-17,2022-02-01,2022,1,Réglé,144,Conducteur tiers,Divo,Grave
SI-005165,IARD-096092,Auto,Vol,1572000,2024-04-10,2024-05-22,2024,4,Réglé,111,Tiers non identifié,Issia,Grave
SI-005166,IARD-031908,RC,Dommage tiers corporel,2289000,2021-01-03,2021-01-09,2021,1,Réglé,142,Conducteur tiers,Man,Grave
SI-005167,IARD-026608,RC,Blessures corporelles,985000,2019-09-17,2019-10-02,2019,9,En cours,,Inconnu,Séguéla,Grave
SI-005168,IARD-026305,Habitation,Tempête,502000,2019-11-23,2019-12-25,2019,11,Réglé,185,Conducteur tiers,Odienné,Grave
SI-005169,IARD-090172,Auto,Bris de glace,620000,2019-09-07,2019-10-01,2019,9,Réglé,184,Tiers non identifié,Abengourou,Grave
SI-005170,IARD-084448,RC,Dommage tiers corporel,985000,2020-02-13,2020-03-07,2020,2,Contesté,,Défaut entretien,Abengourou,Grave
SI-005171,IARD-097370,Auto,Catastrophe naturelle,1683000,2024-01-08,2024-01-26,2024,1,En cours,,Intempéries,San Pedro,Grave
SI-005172,IARD-027064,Auto,Dommage tiers,263000,2022-12-06,2023-01-14,2022,12,Réglé,38,Inconnu,Soubré,Moyen
SI-005173,IARD-025400,Auto,Collision,1299000,2022-05-10,2022-06-02,2022,5,Contesté,,Animal,Odienné,Grave
SI-005174,IARD-006632,Auto,Collision,1553000,2020-01-30,2020-02-17,2020,1,En cours,,Conducteur tiers,Gagnoa,Grave
SI-005175,IARD-067971,Auto,Incendie,342000,2023-10-30,2023-11-18,2023,10,En cours,,Tiers non identifié,Odienné,Moyen
SI-005176,IARD-029050,Auto,Catastrophe naturelle,280000,2022-09-05,2022-10-02,2022,9,En cours,,Tiers non identifié,Man,Moyen
SI-005177,IARD-067341,Auto,Collision,126000,2021-07-18,2021-09-01,2021,7,En cours,,Inconnu,Abidjan,Moyen
SI-005178,IARD-015127,Habitation,Vol/Cambriolage,484000,2022-05-09,2022-05-28,2022,5,Réglé,290,Animal,Gagnoa,Moyen
SI-005179,IARD-037117,Habitation,Vol/Cambriolage,29000,2024-11-26,2024-11-30,2024,11,Sans suite,,Inconnu,Yamoussoukro,Mineur
SI-005180,IARD-067800,Auto,Collision,1709000,2023-03-25,2023-04-23,2023,3,Réglé,84,Défaut entretien,Bouaké,Grave
SI-005181,IARD-067735,Habitation,Incendie,1144000,2020-05-16,2020-05-19,2020,5,En cours,,Inconnu,Divo,Grave
SI-005182,IARD-008823,Auto,Collision,935000,2022-08-30,2022-08-31,2022,8,En cours,,Défaut entretien,San Pedro,Grave
SI-005183,IARD-077465,Habitation,Vol/Cambriolage,411000,2022-04-30,2022-05-06,2022,4,Réglé,340,Défaut entretien,Man,Moyen
SI-005184,IARD-056517,Habitation,Catastrophe naturelle,1007000,2019-01-19,2019-02-12,2019,1,Réglé,269,Intempéries,Abidjan,Grave
SI-005185,IARD-015214,Auto,Vol,922000,2019-12-19,2020-01-19,2019,12,Réglé,39,Inconnu,Bouaké,Grave
SI-005186,IARD-067851,Auto,Collision,1621000,2024-10-25,2024-11-28,2024,10,Réglé,301,Défaut entretien,Man,Grave
SI-005187,IARD-044962,Auto,Dommage tiers,1756000,2024-12-26,2024-12-28,2024,12,En cours,,Inconnu,Divo,Grave
SI-005188,IARD-006147,Habitation,Vandalisme,160000,2020-10-23,2020-11-05,2020,10,En cours,,Inconnu,Bondoukou,Moyen
SI-005189,IARD-044047,Habitation,Dégât des eaux,618000,2023-10-06,2023-11-04,2023,10,En cours,,Défaut entretien,Gagnoa,Grave
SI-005190,IARD-093711,Auto,Catastrophe naturelle,31000,2019-06-23,2019-07-06,2019,6,Sans suite,,Tiers non identifié,Abidjan,Mineur
SI-005191,IARD-068158,RC,Préjudice moral,1610000,2020-06-05,2020-07-12,2020,6,Réglé,45,Inconnu,Soubré,Grave
SI-005192,IARD-019566,Habitation,Vol/Cambriolage,191000,2020-04-14,2020-05-02,2020,4,Réglé,4,Intempéries,Divo,Moyen
SI-005193,IARD-045520,Auto,Catastrophe naturelle,967000,2021-10-15,2021-10-29,2021,10,En cours,,Tiers non identifié,Abidjan,Grave
SI-005194,IARD-031797,Habitation,Incendie,1097000,2021-02-15,2021-02-27,2021,2,Réglé,68,Tiers non identifié,Daloa,Grave
SI-005195,IARD-053707,Habitation,Tempête,84000,2019-04-19,2019-05-10,2019,4,Sans suite,,Animal,Abengourou,Mineur
SI-005196,IARD-041199,RC,Dommage tiers matériel,1326000,2023-09-23,2023-10-27,2023,9,En cours,,Tiers non identifié,Touba,Grave
SI-005197,IARD-088947,Habitation,Vol/Cambriolage,861000,2019-02-24,2019-03-08,2019,2,Réglé,172,Inconnu,Yamoussoukro,Grave
SI-005198,IARD-094600,Auto,Vol,1487000,2019-05-19,2019-06-05,2019,5,Réglé,323,Animal,Issia,Grave
SI-005199,IARD-005580,Auto,Dommage tiers,633000,2023-02-25,2023-03-30,2023,2,Réglé,126,Animal,Gagnoa,Grave
SI-005200,IARD-024838,RC,Dommage tiers corporel,2458000,2024-04-06,2024-04-25,2024,4,En cours,,Intempéries,Odienné,Grave
SI-005201,IARD-048920,Auto,Collision,136000,2024-01-21,2024-01-26,2024,1,En cours,,Tiers non identifié,Divo,Moyen
SI-005202,IARD-005038,RC,Dommage tiers matériel,443000,2022-03-03,2022-04-15,2022,3,Sans suite,,Défaut entretien,Bondoukou,Moyen
SI-005203,IARD-072046,Habitation,Tempête,216000,2022-02-22,2022-03-28,2022,2,Réglé,102,Animal,Man,Moyen
SI-005204,IARD-047269,RC,Dommage tiers matériel,1250000,2023-10-05,2023-10-24,2023,10,En cours,,Inconnu,San Pedro,Grave
SI-005205,IARD-085511,Auto,Collision,1055000,2019-08-06,2019-08-25,2019,8,En cours,,Tiers non identifié,Tingrela,Grave
SI-005206,IARD-069590,Auto,Collision,769000,2022-07-30,2022-08-14,2022,7,Réglé,117,Défaut entretien,Bondoukou,Grave
SI-005207,IARD-013651,Auto,Collision,130000,2019-03-06,2019-03-12,2019,3,Sans suite,,Animal,Odienné,Moyen
SI-005208,IARD-010021,Auto,Incendie,141000,2019-10-31,2019-12-12,2019,10,Réglé,232,Inconnu,Tingrela,Moyen
SI-005209,IARD-095171,Auto,Vol,669000,2024-09-16,2024-09-22,2024,9,Réglé,296,Tiers non identifié,Gagnoa,Grave
SI-005210,IARD-076369,RC,Dommage tiers corporel,1600000,2023-05-14,2023-06-17,2023,5,Réglé,246,Conducteur tiers,Gagnoa,Grave
SI-005211,IARD-047999,RC,Blessures corporelles,604000,2023-08-08,2023-08-18,2023,8,Réglé,75,Intempéries,Bondoukou,Grave
SI-005212,IARD-041133,Auto,Incendie,1615000,2021-06-24,2021-07-18,2021,6,Réglé,168,Tiers non identifié,Gagnoa,Grave
SI-005213,IARD-085222,Auto,Collision,507000,2022-06-27,2022-06-29,2022,6,En cours,,Défaut entretien,Bouaké,Grave
SI-005214,IARD-005316,Habitation,Dégât des eaux,813000,2019-11-05,2019-12-13,2019,11,Contesté,,Inconnu,Gagnoa,Grave
SI-005215,IARD-074066,Habitation,Dégât des eaux,455000,2019-05-18,2019-05-27,2019,5,En cours,,Tiers non identifié,Yamoussoukro,Moyen
SI-005216,IARD-048925,Habitation,Dégât des eaux,421000,2020-12-23,2020-12-29,2020,12,Réglé,204,Conducteur tiers,Gagnoa,Moyen
SI-005217,IARD-052302,Auto,Incendie,1692000,2024-05-22,2024-06-28,2024,5,En cours,,Inconnu,Gagnoa,Grave
SI-005218,IARD-070630,Auto,Bris de glace,541000,2022-12-07,2022-12-10,2022,12,En cours,,Animal,Odienné,Grave
SI-005219,IARD-000336,Habitation,Incendie,1088000,2020-04-10,2020-05-17,2020,4,Contesté,,Inconnu,Bouaké,Grave
SI-005220,IARD-082380,Auto,Bris de glace,1735000,2024-05-08,2024-05-14,2024,5,Réglé,139,Conducteur tiers,Daloa,Grave
SI-005221,IARD-086743,Auto,Vol,1661000,2022-03-14,2022-04-09,2022,3,Sans suite,,Défaut entretien,Odienné,Grave
SI-005222,IARD-043310,Auto,Bris de glace,1170000,2021-04-26,2021-06-02,2021,4,En cours,,Animal,Abengourou,Grave
SI-005223,IARD-065793,Auto,Incendie,351000,2020-01-23,2020-01-24,2020,1,Réglé,161,Intempéries,Issia,Moyen
SI-005224,IARD-097289,RC,Dommage tiers matériel,2398000,2020-08-26,2020-10-02,2020,8,En cours,,Défaut entretien,Issia,Grave
SI-005225,IARD-020259,RC,Pollution accidentelle,1825000,2024-05-04,2024-05-28,2024,5,Sans suite,,Tiers non identifié,Korhogo,Grave
SI-005226,IARD-016523,Auto,Incendie,635000,2023-07-28,2023-07-28,2023,7,Réglé,218,Animal,Issia,Grave
SI-005227,IARD-081965,Habitation,Tempête,49000,2024-03-21,2024-04-11,2024,3,En cours,,Défaut entretien,Tingrela,Mineur
SI-005228,IARD-012523,Auto,Catastrophe naturelle,1654000,2024-03-16,2024-03-28,2024,3,Contesté,,Défaut entretien,Man,Grave
SI-005229,IARD-038204,Auto,Collision,808000,2019-11-21,2020-01-05,2019,11,Réglé,321,Intempéries,Bondoukou,Grave
SI-005230,IARD-002584,Auto,Vol,519000,2019-10-17,2019-11-08,2019,10,En cours,,Intempéries,Touba,Grave
SI-005231,IARD-063073,Auto,Bris de glace,298000,2019-07-22,2019-07-22,2019,7,En cours,,Défaut entretien,Bouaké,Moyen
SI-005232,IARD-095251,Auto,Collision,1481000,2020-01-21,2020-01-22,2020,1,Sans suite,,Inconnu,Daloa,Grave
SI-005233,IARD-084904,Auto,Vol,1764000,2023-11-11,2023-12-05,2023,11,Réglé,299,Conducteur tiers,Bouaké,Grave
SI-005234,IARD-030399,RC,Préjudice moral,174000,2022-08-01,2022-08-21,2022,8,Réglé,16,Animal,Touba,Moyen
SI-005235,IARD-087098,RC,Dommage tiers corporel,1677000,2020-03-30,2020-04-21,2020,3,En cours,,Animal,Bondoukou,Grave
SI-005236,IARD-091631,Auto,Incendie,1099000,2023-09-11,2023-09-15,2023,9,Réglé,105,Intempéries,Bondoukou,Grave
SI-005237,IARD-024108,RC,Dommage tiers corporel,1241000,2019-12-27,2020-02-01,2019,12,Réglé,87,Conducteur tiers,Yamoussoukro,Grave
SI-005238,IARD-024611,Auto,Bris de glace,1610000,2024-01-22,2024-02-03,2024,1,Réglé,74,Défaut entretien,Daloa,Grave
SI-005239,IARD-058248,RC,Dommage tiers corporel,2025000,2023-05-21,2023-05-25,2023,5,Réglé,10,Inconnu,Korhogo,Grave
SI-005240,IARD-027422,Auto,Bris de glace,165000,2024-12-24,2024-12-26,2024,12,Réglé,123,Défaut entretien,Gagnoa,Moyen
SI-005241,IARD-076048,RC,Dommage tiers matériel,228000,2022-11-21,2022-11-21,2022,11,Réglé,209,Inconnu,Soubré,Moyen
SI-005242,IARD-060316,Habitation,Incendie,201000,2019-10-22,2019-11-22,2019,10,Réglé,146,Tiers non identifié,San Pedro,Moyen
SI-005243,IARD-031290,Auto,Vol,388000,2023-07-29,2023-09-10,2023,7,Réglé,267,Tiers non identifié,Divo,Moyen
SI-005244,IARD-099180,Auto,Collision,1326000,2021-04-08,2021-05-14,2021,4,Réglé,68,Conducteur tiers,Korhogo,Grave
SI-005245,IARD-095025,Habitation,Catastrophe naturelle,372000,2019-02-14,2019-03-06,2019,2,Sans suite,,Tiers non identifié,San Pedro,Moyen
SI-005246,IARD-086921,Auto,Collision,1397000,2022-09-28,2022-11-05,2022,9,En cours,,Conducteur tiers,Bondoukou,Grave
SI-005247,IARD-049710,Auto,Collision,1043000,2024-04-19,2024-05-08,2024,4,En cours,,Animal,Odienné,Grave
SI-005248,IARD-050984,Auto,Vol,73000,2024-07-03,2024-08-09,2024,7,Sans suite,,Animal,Abidjan,Mineur
SI-005249,IARD-057329,RC,Dommage tiers corporel,1323000,2023-05-03,2023-05-15,2023,5,Sans suite,,Inconnu,San Pedro,Grave
SI-005250,IARD-078884,Auto,Collision,1274000,2022-12-28,2023-01-27,2022,12,En cours,,Intempéries,Man,Grave
SI-005251,IARD-050985,Habitation,Incendie,1052000,2021-07-11,2021-07-20,2021,7,Sans suite,,Intempéries,Soubré,Grave
SI-005252,IARD-008433,Auto,Vol,1009000,2020-04-22,2020-04-24,2020,4,En cours,,Inconnu,Divo,Grave
SI-005253,IARD-067935,Habitation,Dégât des eaux,1109000,2019-01-16,2019-02-09,2019,1,Réglé,256,Inconnu,Divo,Grave
SI-005254,IARD-093215,Habitation,Incendie,486000,2019-03-06,2019-04-08,2019,3,Réglé,178,Inconnu,Korhogo,Moyen
SI-005255,IARD-030442,Auto,Bris de glace,1314000,2019-10-11,2019-11-21,2019,10,Sans suite,,Défaut entretien,Touba,Grave
SI-005256,IARD-010626,Habitation,Incendie,412000,2022-01-01,2022-02-11,2022,1,Réglé,102,Conducteur tiers,Gagnoa,Moyen
SI-005257,IARD-088265,Habitation,Dégât des eaux,1006000,2023-03-28,2023-04-07,2023,3,En cours,,Animal,Abidjan,Grave
SI-005258,IARD-017567,Habitation,Vol/Cambriolage,528000,2022-02-22,2022-02-25,2022,2,Sans suite,,Animal,Bondoukou,Grave
SI-005259,IARD-020306,Habitation,Incendie,976000,2023-03-06,2023-03-17,2023,3,Réglé,53,Conducteur tiers,Tingrela,Grave
SI-005260,IARD-013581,Auto,Collision,822000,2020-12-14,2021-01-24,2020,12,Sans suite,,Défaut entretien,Gagnoa,Grave
SI-005261,IARD-066443,Auto,Vol,420000,2023-06-11,2023-07-09,2023,6,Réglé,298,Inconnu,Bondoukou,Moyen
SI-005262,IARD-015912,Auto,Collision,1121000,2019-07-21,2019-08-27,2019,7,Réglé,72,Inconnu,Séguéla,Grave
SI-005263,IARD-038499,RC,Dommage tiers corporel,1621000,2020-10-04,2020-10-28,2020,10,Réglé,177,Défaut entretien,Bouaké,Grave
SI-005264,IARD-036037,Habitation,Dégât des eaux,392000,2022-01-15,2022-02-14,2022,1,En cours,,Conducteur tiers,Gagnoa,Moyen
SI-005265,IARD-084709,RC,Dommage tiers corporel,518000,2021-05-16,2021-06-28,2021,5,Réglé,172,Animal,Yamoussoukro,Grave
SI-005266,IARD-092986,Habitation,Dégât des eaux,973000,2023-09-08,2023-09-08,2023,9,En cours,,Tiers non identifié,Bondoukou,Grave
SI-005267,IARD-038159,RC,Dommage tiers corporel,1211000,2023-11-03,2023-11-27,2023,11,En cours,,Animal,Yamoussoukro,Grave
SI-005268,IARD-040862,Auto,Bris de glace,768000,2023-12-31,2024-01-30,2023,12,En cours,,Tiers non identifié,Man,Grave
SI-005269,IARD-071105,Habitation,Vol/Cambriolage,844000,2021-02-17,2021-03-29,2021,2,Sans suite,,Défaut entretien,Daloa,Grave
SI-005270,IARD-003738,RC,Blessures corporelles,1781000,2019-06-05,2019-06-30,2019,6,Sans suite,,Intempéries,Séguéla,Grave
SI-005271,IARD-076683,Auto,Collision,422000,2021-08-04,2021-08-08,2021,8,En cours,,Conducteur tiers,Korhogo,Moyen
SI-005272,IARD-033830,Auto,Collision,1655000,2023-06-08,2023-06-12,2023,6,En cours,,Intempéries,Divo,Grave
SI-005273,IARD-041841,Auto,Bris de glace,696000,2021-12-19,2022-01-30,2021,12,En cours,,Intempéries,Gagnoa,Grave
SI-005274,IARD-070245,Habitation,Vol/Cambriolage,1129000,2019-06-03,2019-06-10,2019,6,En cours,,Animal,Gagnoa,Grave
SI-005275,IARD-068203,Auto,Bris de glace,894000,2019-01-22,2019-03-08,2019,1,Contesté,,Intempéries,Odienné,Grave
SI-005276,IARD-031289,RC,Préjudice moral,325000,2023-03-29,2023-04-22,2023,3,Réglé,219,Inconnu,Divo,Moyen
SI-005277,IARD-066856,Habitation,Incendie,1182000,2019-12-03,2019-12-18,2019,12,Réglé,136,Défaut entretien,Daloa,Grave
SI-005278,IARD-017569,RC,Dommage tiers matériel,2155000,2024-08-26,2024-09-28,2024,8,En cours,,Défaut entretien,Abidjan,Grave
SI-005279,IARD-068951,Auto,Collision,713000,2024-03-31,2024-05-13,2024,3,Réglé,286,Inconnu,Issia,Grave
SI-005280,IARD-015522,Auto,Collision,1468000,2020-11-28,2020-12-21,2020,11,Réglé,42,Tiers non identifié,Tingrela,Grave
SI-005281,IARD-013668,RC,Dommage tiers matériel,2174000,2020-03-02,2020-03-07,2020,3,En cours,,Animal,Bondoukou,Grave
SI-005282,IARD-056621,Auto,Incendie,1054000,2024-06-20,2024-06-28,2024,6,Réglé,359,Intempéries,Tingrela,Grave
SI-005283,IARD-003249,RC,Dommage tiers matériel,330000,2024-02-16,2024-03-07,2024,2,Réglé,209,Intempéries,Abengourou,Moyen
SI-005284,IARD-003042,Auto,Collision,967000,2022-11-10,2022-12-02,2022,11,En cours,,Tiers non identifié,Man,Grave
SI-005285,IARD-023374,Auto,Vol,189000,2021-09-20,2021-10-22,2021,9,Réglé,139,Inconnu,Man,Moyen
SI-005286,IARD-082014,Auto,Collision,1021000,2021-02-02,2021-03-08,2021,2,Sans suite,,Conducteur tiers,Touba,Grave
SI-005287,IARD-070404,Auto,Collision,1569000,2023-10-15,2023-10-17,2023,10,En cours,,Tiers non identifié,Odienné,Grave
SI-005288,IARD-017883,Auto,Catastrophe naturelle,1623000,2020-11-04,2020-12-13,2020,11,Contesté,,Animal,Bouaké,Grave
SI-005289,IARD-024351,Auto,Catastrophe naturelle,377000,2022-03-11,2022-04-07,2022,3,En cours,,Animal,Issia,Moyen
SI-005290,IARD-062810,Auto,Collision,1765000,2019-05-07,2019-05-21,2019,5,Réglé,349,Conducteur tiers,Issia,Grave
SI-005291,IARD-057106,Habitation,Tempête,870000,2021-06-12,2021-07-08,2021,6,Réglé,22,Défaut entretien,Séguéla,Grave
SI-005292,IARD-010137,Habitation,Vandalisme,1015000,2023-08-29,2023-09-11,2023,8,Réglé,74,Tiers non identifié,Abengourou,Grave
SI-005293,IARD-092327,Habitation,Dégât des eaux,758000,2024-10-22,2024-11-21,2024,10,Réglé,299,Intempéries,Bondoukou,Grave
SI-005294,IARD-000827,Habitation,Tempête,364000,2019-09-11,2019-10-22,2019,9,En cours,,Animal,Touba,Moyen
SI-005295,IARD-067514,Auto,Collision,1691000,2023-10-24,2023-11-01,2023,10,Réglé,105,Défaut entretien,Divo,Grave
SI-005296,IARD-095710,Auto,Collision,347000,2021-09-09,2021-10-24,2021,9,Réglé,228,Défaut entretien,Tingrela,Moyen
SI-005297,IARD-077220,Auto,Catastrophe naturelle,163000,2022-01-10,2022-01-18,2022,1,Réglé,139,Intempéries,Daloa,Moyen
SI-005298,IARD-037070,Auto,Vol,33000,2019-03-17,2019-04-20,2019,3,En cours,,Inconnu,Séguéla,Mineur
SI-005299,IARD-078396,Habitation,Dégât des eaux,521000,2022-01-22,2022-03-07,2022,1,Sans suite,,Inconnu,Gagnoa,Grave
SI-005300,IARD-019111,Auto,Vol,598000,2024-02-21,2024-03-23,2024,2,En cours,,Conducteur tiers,Odienné,Grave
SI-005301,IARD-059503,Auto,Incendie,1795000,2021-05-23,2021-06-29,2021,5,Sans suite,,Inconnu,Abidjan,Grave
SI-005302,IARD-069207,Habitation,Dégât des eaux,281000,2021-12-15,2021-12-21,2021,12,Réglé,298,Conducteur tiers,Issia,Moyen
SI-005303,IARD-019777,Habitation,Catastrophe naturelle,359000,2021-08-01,2021-09-12,2021,8,Réglé,247,Animal,Abengourou,Moyen
SI-005304,IARD-033029,RC,Dommage tiers matériel,1099000,2022-02-10,2022-03-25,2022,2,Réglé,262,Conducteur tiers,Yamoussoukro,Grave
SI-005305,IARD-092790,Auto,Collision,953000,2020-07-31,2020-09-14,2020,7,Sans suite,,Intempéries,Soubré,Grave
SI-005306,IARD-006609,RC,Dommage tiers corporel,550000,2024-01-26,2024-02-24,2024,1,Réglé,178,Défaut entretien,Bondoukou,Grave
SI-005307,IARD-090227,Habitation,Vol/Cambriolage,459000,2022-02-02,2022-02-03,2022,2,Réglé,67,Conducteur tiers,Séguéla,Moyen
SI-005308,IARD-013064,Auto,Bris de glace,605000,2020-11-15,2020-12-28,2020,11,En cours,,Conducteur tiers,Séguéla,Grave
SI-005309,IARD-095761,Auto,Collision,1704000,2020-04-25,2020-06-05,2020,4,Réglé,160,Inconnu,Touba,Grave
SI-005310,IARD-072988,RC,Dommage tiers matériel,1151000,2023-11-06,2023-12-06,2023,11,En cours,,Intempéries,Odienné,Grave
SI-005311,IARD-032301,Auto,Collision,462000,2022-08-04,2022-09-18,2022,8,En cours,,Défaut entretien,Bouaké,Moyen
SI-005312,IARD-097931,Auto,Dommage tiers,1420000,2021-01-26,2021-01-29,2021,1,Réglé,80,Intempéries,Danané,Grave
SI-005313,IARD-076780,Auto,Vol,1290000,2019-02-17,2019-03-12,2019,2,Réglé,353,Intempéries,Soubré,Grave
